,Geldgeber,Kategorie,Betrag,Empfänger,Jahr,Ort,Bundesland,Branche,Schlagworte
"Parteispende:Bayerischer Bauindustrieverband e.V.-CSU-2010","Bayerischer Bauindustrieverband e.V.",Kategorie:Parteispende,"35400,00 €",CSU,2010,München,,,
"Parteispende:EADS Deutschland GmbH-CDU-2010","EADS Deutschland GmbH",Kategorie:Parteispende,"37044,70 €",CDU,2010,Ottobrunn,,,
"Parteispende:Verband der Chemischen Industrie e.V.-FDP-2011","Verband der Chemischen Industrie",Kategorie:Parteispende,"72000,00 €",FDP,2011,"Frankfurt am Main",,,
"Parteispende:BMW Bayerische Motoren Werke AG-FDP-2011","BMW Bayerische Motoren Werke AG",Kategorie:Parteispende,"59024,04 €",FDP,2011,München,,,
"Parteispende:Logistikpark Leipzig GmbH-SPD-2012","Logistikpark Leipzig GmbH",Kategorie:Parteispende,"19000,00 €",SPD,2012,Leipzig,,,
"Parteispende:Verband der Chemischen Industrie e.V.-FDP-2010","Verband der Chemischen Industrie",Kategorie:Parteispende,"20000,00 €",FDP,2010,"Frankfurt am Main",,,
"Parteispende:BBM Bergbau GmbH-FDP-2012","BBM Bergbau GmbH",Kategorie:Parteispende,"22500,00 €",FDP,2012,"Mülheim an der Ruhr",,,
"Parteispende:Allianz Deutschland AG-CDU-2015","Allianz Deutschland AG",Kategorie:Parteispende,"30000,00 €",CDU,2015,München,,,
"Parteispende:Elasto form KG-CSU-2013","Elasto form KG",Kategorie:Parteispende,"25258,54 €",CSU,2013,Sulzbach-Rosenberg,,,
"Parteispende:BLL Braun Leberfinger Ludwig PartGmbH-CSU-2015","BLL Braun Leberfinger Ludwig PartGmbH",Kategorie:Parteispende,"25000,00 €",CSU,2015,München,,,
"Parteispende:Robert Bosch GmbH-FDP-2011","Robert Bosch GmbH",Kategorie:Parteispende,"25000,00 €",FDP,2011,Gerlingen,,,
"Parteispende:Schaeffler Holding GmbH & Co. KG-FDP-2013","Schaeffler Holding GmbH & Co. KG",Kategorie:Parteispende,"11500,00 €",FDP,2013,Herzogenaurach,,,
"Parteispende:Fachverband Kartonverpackungen für flüssige Nahrungsmittel e.V.-CDU-2013","Fachverband Kartonverpackungen für flüssige Nahrungsmittel e.V.",Kategorie:Parteispende,"12500,00 €",CDU,2013,Berlin,,,
"Parteispende:Münchener Rückversicherungs-Gesellschaft AG-CSU-2011","Münchener Rückversicherungs-Gesellschaft AG",Kategorie:Parteispende,"15000,00 €",CSU,2011,München,,,
"Parteispende:Hausbaugesellschaft Klara Str. mbh & Co. KG-CDU-2014","Hausbaugesellschaft Klara Str. mbh & Co. KG",Kategorie:Parteispende,"20400,00 €",CDU,2014,Ingelheim,,,
"Parteispende:Bayerischer Bauindustrieverband e.V.-CSU-2015","Bayerischer Bauindustrieverband e.V.",Kategorie:Parteispende,"32650,00 €",CSU,2015,München,,,
"Parteispende:Evonik Industries AG-SPD-2013","Evonik Industries AG",Kategorie:Parteispende,"90000,00 €",SPD,2013,Essen,,,
"Parteispende:Accon Köln GmbH-SPD-2013","Accon Köln GmbH",Kategorie:Parteispende,"15000,00 €",SPD,2013,Köln,,,
"Parteispende:Dr. August Oetker KG-CDU-2015","Dr. August Oetker KG",Kategorie:Parteispende,"44000,00 €",CDU,2015,Bielefeld,,,
"Parteispende:Robert Bosch GmbH-CDU-2014","Robert Bosch GmbH",Kategorie:Parteispende,"30000,00 €",CDU,2014,Gerlingen,,,
"Parteispende:Innerstadt GmbH & Co. KG-CDU-2011","Innerstadt GmbH & Co. KG",Kategorie:Parteispende,"27000,00 €",CDU,2011,"Neustadt am Rübenberge",,,
"Parteispende:LÖWEN ENTERTAINMENT GmbH-CDU-2015","LÖWEN ENTERTAINMENT GmbH",Kategorie:Parteispende,"13500,00 €",CDU,2015,Bingen/Rhein,,,
"Parteispende:Harlekin GmbH-CSU-2015","Harlekin GmbH",Kategorie:Parteispende,"29500,00 €",CSU,2015,Waldbrunn,,,
"Parteispende:Daimler AG-SPD-2014",Daimler,Kategorie:Parteispende,"100000,00 €",SPD,2014,Stuttgart,,,
"Parteispende:Südzucker AG-CDU-2013","Südzucker AG",Kategorie:Parteispende,"61500,00 €",CDU,2013,Mannheim,,,
"Parteispende:CPO Hanser Service GmbH-SPD-2014","CPO Hanser Service GmbH",Kategorie:Parteispende,"60000,00 €",SPD,2014,Berlin,,,
"Parteispende:Klaus GmbH & Co. KG-CSU-2013","Klaus GmbH & Co. KG",Kategorie:Parteispende,"27700,00 €",CSU,2013,Augsburg,,,
"Parteispende:Verband der Chemischen Industrie e.V.-Grüne-2013","Verband der Chemischen Industrie",Kategorie:Parteispende,"14000,00 €","Bündnis 90/Die Grünen",2013,"Frankfurt am Main",,,
"Parteispende:Trumpf Werkzeugmaschinen GmbH + Co KG-CDU-2015","Trumpf Werkzeugmaschinen GmbH + Co KG",Kategorie:Parteispende,"105000,00 €",CDU,2015,Ditzingen,,,
"Parteispende:Mählmann-Gemüsebau GmbH & Co. KG-CDU-2012","Mählmann-Gemüsebau GmbH & Co. KG",Kategorie:Parteispende,"12000,00 €",CDU,2012,"Cappeln (Oldenburg)",,,
"Parteispende:Golfclub Marhördt Betriebsgesellschaft mbH & Co. KG-CDU-2015","Golfclub Marhördt Betriebsgesellschaft mbH & Co. KG",Kategorie:Parteispende,"12920,50 €",CDU,2015,Oberrot-Marhördt,,,
"Parteispende:Terrafinanz GmbH & Co.KG-CSU-2015","Terrafinanz GmbH & Co.KG",Kategorie:Parteispende,"15000,00 €",CSU,2015,München,,,
"Parteispende:Passwort GmbH-CSU-2013","Passwort GmbH",Kategorie:Parteispende,"32637,65 €",CSU,2013,Regensburg,,,
"Parteispende:BTA Betriebs- und Anlagegesellschaft mbH-CDU-2013","BTA Betriebs- und Anlagegesellschaft mbH",Kategorie:Parteispende,"46000,00 €",CDU,2013,Berlin,,,
"Parteispende:IBC Solar AG-Grüne-2013","IBC Solar AG",Kategorie:Parteispende,"15000,00 €","Bündnis 90/Die Grünen",2013,"Bad Staffelstein",,,
"Parteispende:Trumpf Werkzeugmaschinen GmbH & Co. KG-FDP-2010","Trumpf Werkzeugmaschinen GmbH & Co. KG",Kategorie:Parteispende,"30000,00 €",FDP,2010,Ditzingen,,,
"Parteispende:Evonik Industries AG-FDP-2011","Evonik Industries AG",Kategorie:Parteispende,"35000,00 €",FDP,2011,Essen,,,
"Parteispende:ERGO Versicherungsgruppe AG-Grüne-2011","ERGO Versicherungsgruppe AG",Kategorie:Parteispende,"15000,00 €","Bündnis 90/Die Grünen",2011,Düsseldorf,,,
"Parteispende:SGL CARBONSE-CDU-2010","SGL CARBONSE",Kategorie:Parteispende,"13000,00 €",CDU,2010,Wiesbaden,,,
"Parteispende:Arbeitgeberverband der Metall- und Elektroindustrie Lüdenscheid e.V.-CDU-2013","Arbeitgeberverband der Metall- und Elektroindustrie Lüdenscheid e.V.",Kategorie:Parteispende,"25000,00 €",CDU,2013,Lüdenscheid,,,
"Parteispende:BMW Bayerische Motoren Werke AG-FDP-2012","BMW Bayerische Motoren Werke AG",Kategorie:Parteispende,"69081,24 €",FDP,2012,München,,,
"Parteispende:E. Breuninger GmbH & Co.-CDU-2010","E. Breuninger GmbH & Co.",Kategorie:Parteispende,"27599,00 €",CDU,2010,Stuttgart,,,
"Parteispende:ONI-Wärmetrafo GmbH-CDU-2015","ONI-Wärmetrafo GmbH",Kategorie:Parteispende,"15000,00 €",CDU,2015,Lindlar,,,
"Parteispende:Trumpf Werkzeugmaschinen GmbH & Co. KG-FDP-2013","Trumpf Werkzeugmaschinen GmbH & Co. KG",Kategorie:Parteispende,"30000,00 €",FDP,2013,Ditzingen,,,
"Parteispende:Daimler AG-FDP-2013",Daimler,Kategorie:Parteispende,"40000,00 €",FDP,2013,Stuttgart,,,
"Parteispende:Kultur & Reisen e.V.-CDU-2011","Kultur & Reisen e.V.",Kategorie:Parteispende,"28500,74 €",CDU,2011,Hagen,,,
"Parteispende:Läpp GmbH Kabelwerke-CDU-2012","Läpp GmbH Kabelwerke",Kategorie:Parteispende,"14500,00 €",CDU,2012,Stuttgart,,,
"Parteispende:Competo Bestandsfonds Plus No. 1 GmbH & Co. KG-SPD-2012","Competo Bestandsfonds Plus No. 1 GmbH & Co. KG",Kategorie:Parteispende,"14000,00 €",SPD,2012,München,,,
"Parteispende:Gauselmann AG-SPD-2011","Gauselmann AG",Kategorie:Parteispende,"12000,00 €",SPD,2011,Espelkamp,,,
"Parteispende:DIC Asset AG-SPD-2011","DIC Asset AG",Kategorie:Parteispende,"11500,00 €",SPD,2011,"Frankfurt am Main",,,
"Parteispende:Herbstreith & Fox GmbH-CDU-2013","Herbstreith & Fox GmbH",Kategorie:Parteispende,"15000,00 €",CDU,2013,"Werder (Havel)",,,
"Parteispende:Dettmers Manske Weinhardt Rechtsanwälte Steuerberater Wirtschaftsprüfer-CDU-2011","Dettmers Manske Weinhardt Rechtsanwälte Steuerberater Wirtschaftsprüfer",Kategorie:Parteispende,"13000,00 €",CDU,2011,Berlin,,,
"Parteispende:Gauselmann AG-CDU-2013","Gauselmann AG",Kategorie:Parteispende,"12000,00 €",CDU,2013,Espelkamp,,,
"Parteispende:Münchener Rückversicherungs-Gesellschaft AG-CDU-2013","Münchener Rückversicherungs-Gesellschaft AG",Kategorie:Parteispende,"15000,00 €",CDU,2013,München,,,
"Parteispende:RECA NORM GmbH & Co. KG-CDU-2010","RECA NORM GmbH & Co. KG",Kategorie:Parteispende,"50000,00 €",CDU,2010,Kupferzell,,,
"Parteispende:IBC Solar AG-CSU-2013","IBC Solar AG",Kategorie:Parteispende,"20000,00 €",CSU,2013,"Bad Staffelstein",,,
"Parteispende:Evonik Industries AG-CDU-2012","Evonik Industries AG",Kategorie:Parteispende,"45000,00 €",CDU,2012,Essen,,,
"Parteispende:Daimler AG-CSU-2011",Daimler,Kategorie:Parteispende,"45000,00 €",CSU,2011,Stuttgart,,,
Parteispende:Sydslesvigudvalget/Vermietermodernisierung-SSW-2014,Sydslesvigudvalget/Vermietermodernisierung,Kategorie:Parteispende,"475726,05 €",SSW,2014,Kopenhagen,,,
"Parteispende:Metzler Asset Management GmbH-SPD-2011","Metzler Asset Management GmbH",Kategorie:Parteispende,"11100,00 €",SPD,2011,"Frankfurt am Main",,,
"Parteispende:Richard Ditting GmbH & Co. KG-SPD-2010","Richard Ditting GmbH & Co. KG",Kategorie:Parteispende,"12000,00 €",SPD,2010,Rendsburg,,,
"Parteispende:Dr. Ing. h. c. F. Porsche AG-CDU-2011","Dr. Ing. h. c. F. Porsche AG",Kategorie:Parteispende,"50000,00 €",CDU,2011,Stuttgart,,,
"Parteispende:Baumaterialien-Handesgesellschaft AG-CSU-2014","Baumaterialien-Handesgesellschaft AG",Kategorie:Parteispende,"11617,30 €",CSU,2014,Bayreuth,,,
"Parteispende:Blum & Schneider GmbH & Co. KG-SPD-2013","Blum & Schneider GmbH & Co. KG",Kategorie:Parteispende,"19000,00 €",SPD,2013,Oberhausen,,,
"Parteispende:Hermes Arzneimittel GmbH-FDP-2013","Hermes Arzneimittel GmbH",Kategorie:Parteispende,"50000,00 €",FDP,2013,"Pullach im Isartal",,,
"Parteispende:Dr. Theiss Naturwaren GmbH-SPD-2013","Dr. Theiss Naturwaren GmbH",Kategorie:Parteispende,"24000,00 €",SPD,2013,Homburg,,,
"Parteispende:H.G. Oswald Sanitär Heizung GmbH-SPD-2013","H.G. Oswald Sanitär Heizung GmbH",Kategorie:Parteispende,"11000,00 €",SPD,2013,Gimbsheim,,,
"Parteispende:Mac Mode GmbH & Co. KGaA-CSU-2013","Mac Mode GmbH & Co. KGaA",Kategorie:Parteispende,"45000,00 €",CSU,2013,Wald,,,
"Parteispende:Trumpf Werkzeugmaschinen GmbH & Co. KG-FDP-2012","Trumpf Werkzeugmaschinen GmbH & Co. KG",Kategorie:Parteispende,"20000,00 €",FDP,2012,Ditzingen,,,
"Parteispende:Evonik Industries AG-Grüne-2013","Evonik Industries AG",Kategorie:Parteispende,"20000,00 €","Bündnis 90/Die Grünen",2013,Essen,,,
"Parteispende:Philip Morris GmbH-SPD-2010","Philip Morris GmbH",Kategorie:Parteispende,"10500,00 €",SPD,2010,Gräfelfing,,,
"Parteispende:Evonik Industries AG-CSU-2010","Evonik Industries AG",Kategorie:Parteispende,"15000,00 €",CSU,2010,Essen,,,
"Parteispende:Trimet Aluminium AG-CDU-2011","Trimet Aluminium AG",Kategorie:Parteispende,"30500,00 €",CDU,2011,Essen,,,
"Parteispende:IBC Solar AG-CSU-2010","IBC Solar AG",Kategorie:Parteispende,"90000,00 €",CSU,2010,"Bad Staffelstein",,,
"Parteispende:Rödl & Herdegen Bauunternehmen GmbH-SPD-2015","Rödl & Herdegen Bauunternehmen GmbH",Kategorie:Parteispende,"11000,00 €",SPD,2015,Regensburg,,,
"Parteispende:Evonik Industries AG-CDU-2010","Evonik Industries AG",Kategorie:Parteispende,"35000,00 €",CDU,2010,Essen,,,
"Parteispende:Dr. August Oetker KG-CDU-2011","Dr. August Oetker KG",Kategorie:Parteispende,"60000,00 €",CDU,2011,Bielefeld,,,
"Parteispende:Südzucker AG-SPD-2013","Südzucker AG",Kategorie:Parteispende,"51000,00 €",SPD,2013,Mannheim,,,
"Parteispende:GROB-Werke GmbH & Co. KG-CSU-2013","GROB-Werke GmbH & Co. KG",Kategorie:Parteispende,"39995,00 €",CSU,2013,Mindelheim,,,
"Parteispende:Evonik Industries AG-SPD-2011","Evonik Industries AG",Kategorie:Parteispende,"45000,00 €",SPD,2011,Essen,,,
"Parteispende:Aesculap AG-CDU-2014","Aesculap AG",Kategorie:Parteispende,"15000,00 €",CDU,2014,Tuttlingen,,,
"Parteispende:Vermietung und Handel von Kraftfahrzeugen und Zubehör Hannes Ritter-CSU-2015","Vermietung und Handel von Kraftfahrzeugen und Zubehör Hannes Ritter",Kategorie:Parteispende,"16666,00 €",CSU,2015,München,,,
"Parteispende:EADS Deutschland GmbH-FDP-2013","EADS Deutschland GmbH",Kategorie:Parteispende,"30000,00 €",FDP,2013,Ottobrunn,,,
"Parteispende:Daimler AG-CSU-2014",Daimler,Kategorie:Parteispende,"40000,00 €",CSU,2014,Stuttgart,,,
"Parteispende:Verband der Chemischen Industrie e.V.-CDU-2012","Verband der Chemischen Industrie",Kategorie:Parteispende,"44000,00 €",CDU,2012,"Frankfurt am Main",,,
"Parteispende:GVA Gesamtverband Autoteile-Handel e.V.-CDU-2013","GVA Gesamtverband Autoteile-Handel e.V.",Kategorie:Parteispende,"14000,00 €",CDU,2013,Ratingen,,,
"Parteispende:ERGO Versicherungsgruppe AG-CDU-2014","ERGO Versicherungsgruppe AG",Kategorie:Parteispende,"15000,00 €",CDU,2014,Düsseldorf,,,
"Parteispende:Deutsche Vermögensberatung Holding GmbH-CDU-2013","Deutsche Vermögensberatung Holding GmbH",Kategorie:Parteispende,"90000,00 €",CDU,2013,Marburg,,,
"Parteispende:DEKRA e.V.-CDU-2012","DEKRA e.V.",Kategorie:Parteispende,"12000,00 €",CDU,2012,Stuttgart,,,
"Parteispende:Aldra Ernst Guenther Albers GmbH-CDU-2011","Aldra Ernst Guenther Albers GmbH",Kategorie:Parteispende,"20000,00 €",CDU,2011,Meldorf,,,
"Parteispende:Allfinanz Deutsche Vermögensberatung AG-SPD-2011","Allfinanz Deutsche Vermögensberatung AG",Kategorie:Parteispende,"25000,00 €",SPD,2011,"Frankfurt am Main",,,
"Parteispende:REUTAX AG-FDP-2011","REUTAX AG",Kategorie:Parteispende,"50500,00 €",FDP,2011,Heidelberg,,,
"Parteispende:Allianz Deutschland AG-CSU-2015","Allianz Deutschland AG",Kategorie:Parteispende,"30000,00 €",CSU,2015,Berlin,,,
"Parteispende:Evonik Industries AG-SPD-2015","Evonik Industries AG",Kategorie:Parteispende,"90000,00 €",SPD,2015,Essen,,,
"Parteispende:Münchener Rückversicherungs-Gesellschaft AG-FDP-2012","Münchener Rückversicherungs-Gesellschaft AG",Kategorie:Parteispende,"15000,00 €",FDP,2012,München,,,
"Parteispende:Peter Jungen Holding GmbH-CDU-2015","Peter Jungen Holding GmbH",Kategorie:Parteispende,"11500,00 €",CDU,2015,Köln,,,
"Parteispende:Daimler AG-CDU-2013",Daimler,Kategorie:Parteispende,"100000,00 €",CDU,2013,Stuttgart,,,
"Parteispende:Daimler AG-SPD-2011",Daimler,Kategorie:Parteispende,"150000,00 €",SPD,2011,Stuttgart,,,
"Parteispende:Berolina Handelskontor Beteiligungsgesellschaft mbH-FDP-2011","Berolina Handelskontor Beteiligungsgesellschaft mbH",Kategorie:Parteispende,"19777,80 €",FDP,2011,Berlin,,,
"Parteispende:Dreco Werke Wasch- und Körperpflegemittel GmbH-SPD-2014","Dreco Werke Wasch- und Körperpflegemittel GmbH",Kategorie:Parteispende,"23417,42 €",SPD,2014,Bitterfeld-Wolfen,,,
"Parteispende:Krauss-Maffei Wegmann GmbH & Co. KG-CDU-2014","Krauss-Maffei Wegmann GmbH & Co. KG",Kategorie:Parteispende,"20000,00 €",CDU,2014,München,,,
"Parteispende:Gauselmann AG-CSU-2015","Gauselmann AG",Kategorie:Parteispende,"11000,00 €",CSU,2015,Espelkamp,,,
"Parteispende:Remondis GmbH & Co. KG Ost-CDU-2015","Remondis GmbH & Co. KG Ost",Kategorie:Parteispende,"12100,00 €",CDU,2015,"Kloster Lehnin",,,
"Parteispende:Gauselmann AG-CSU-2014","Gauselmann AG",Kategorie:Parteispende,"12000,00 €",CSU,2014,Espelkamp,,,
"Parteispende:Evonik Industries AG-CDU-2011","Evonik Industries AG",Kategorie:Parteispende,"35000,00 €",CDU,2011,Essen,,,
"Parteispende:TQ-Systems GmbH-CSU-2010","TQ-Systems GmbH",Kategorie:Parteispende,"15000,00 €",CSU,2010,Seefeld,,,
"Parteispende:Olympia Spielautomaten GmbH & Co. KG Betriebsgesellschaft-CSU-2010","Olympia Spielautomaten GmbH & Co. KG Betriebsgesellschaft",Kategorie:Parteispende,"11000,00 €",CSU,2010,Waldbrunn,,,
"Parteispende:Hassia Mineralquellen GmbH & Co KG-CDU-2013","Hassia Mineralquellen GmbH & Co KG",Kategorie:Parteispende,"17000,00 €",CDU,2013,"Bad Vilbel",,,
"Parteispende:Verband der Chemischen Industrie e.V.-CDU-2014","Verband der Chemischen Industrie",Kategorie:Parteispende,"98000,00 €",CDU,2014,"Frankfurt am Main",,,
"Parteispende:DZ Bank AG-CDU-2014","DZ Bank AG",Kategorie:Parteispende,"20000,00 €",CDU,2014,"Frankfurt am Main",,,
"Parteispende:Schön Klinik Verwaltung GmbH-CSU-2011","Schön Klinik Verwaltung GmbH",Kategorie:Parteispende,"25000,00 €",CSU,2011,"Prien am Chiemsee",,,
"Parteispende:HanseMerkur Krankenversicherung AG-CDU-2015","HanseMerkur Krankenversicherung AG",Kategorie:Parteispende,"20000,00 €",CDU,2015,Hamburg,,,
"Parteispende:Schaeffler Holding GmbH & Co. KG-FDP-2012","Schaeffler Holding GmbH & Co. KG",Kategorie:Parteispende,"11500,00 €",FDP,2012,Herzogenaurach,,,
"Parteispende:Hartmetall-Werkzeugfabrik Paul Horn GmbH-CDU-2014","Hartmetall-Werkzeugfabrik Paul Horn GmbH",Kategorie:Parteispende,"15000,00 €",CDU,2014,Tübingen,,,
"Parteispende:Rheinmetall AG-CDU-2013","Rheinmetall AG",Kategorie:Parteispende,"33000,00 €",CDU,2013,Düsseldorf,,,
"Parteispende:Intro Verwaltungs GmbH-CSU-2013","Intro Verwaltungs GmbH",Kategorie:Parteispende,"20000,00 €",CSU,2013,Reichenschwand,,,
"Parteispende:Gauselmann AG-SPD-2012","Gauselmann AG",Kategorie:Parteispende,"12000,00 €",SPD,2012,Espelkamp,,,
"Parteispende:Südzucker AG-CSU-2013","Südzucker AG",Kategorie:Parteispende,"70000,00 €",CSU,2013,Mannheim,,,
"Parteispende:BMW Bayerische Motoren Werke AG-CSU-2010","BMW Bayerische Motoren Werke AG",Kategorie:Parteispende,"178581,72 €",CSU,2010,München,,,
"Parteispende:Vorwerk & Co. KG-FDP-2013","Vorwerk & Co. KG",Kategorie:Parteispende,"13000,00 €",FDP,2013,Wuppertal,,,
"Parteispende:ERGO Versicherungsgruppe AG-CSU-2013","ERGO Versicherungsgruppe AG",Kategorie:Parteispende,"15000,00 €",CSU,2013,Düsseldorf,,,
"Parteispende:Juwi Holding AG-SPD-2011","Juwi Holding AG",Kategorie:Parteispende,"15000,00 €",SPD,2011,Wörrstadt,,,
"Parteispende:Wahl-Bau GmbH-AFD-2013","Wahl-Bau GmbH",Kategorie:Parteispende,"50000,00 €",AFD,2013,Ottenbach,,,
"Parteispende:Daimler AG-CDU-2011",Daimler,Kategorie:Parteispende,"150000,00 €",CDU,2011,Stuttgart,,,
"Parteispende:Gairing Omnibusverkehr GmbH & Co. KG-CSU-2012","Gairing Omnibusverkehr GmbH & Co. KG",Kategorie:Parteispende,"12000,00 €",CSU,2012,Neu-Ulm,,,
"Parteispende:Evonik Industries AG-CDU-2014","Evonik Industries AG",Kategorie:Parteispende,"70000,00 €",CDU,2014,Essen,,,
"Parteispende:Sparda-Bank Münster eG-CDU-2012","Sparda-Bank Münster eG",Kategorie:Parteispende,"15000,00 €",CDU,2012,Münster,,,
"Parteispende:ERGO Versicherungsgruppe AG-CDU-2011","ERGO Versicherungsgruppe AG",Kategorie:Parteispende,"15000,00 €",CDU,2011,Düsseldorf,,,
Parteispende:LUTHARDTGmbH-CDU-2011,LUTHARDTGmbH,Kategorie:Parteispende,"22000,00 €",CDU,2011,Berlin,,,
"Parteispende:Münchener Rückversicherungs-Gesellschaft AG-FDP-2013","Münchener Rückversicherungs-Gesellschaft AG",Kategorie:Parteispende,"15000,00 €",FDP,2013,München,,,
"Parteispende:DBH Deutsche Beteiligungsholding GmbH-CDU-2010","DBH Deutsche Beteiligungsholding GmbH",Kategorie:Parteispende,"34000,00 €",CDU,2010,Essen,,,
"Parteispende:Altira AG-FDP-2013","Altira AG",Kategorie:Parteispende,"19400,00 €",FDP,2013,"Frankfurt am Main",,,
"Parteispende:Allianz SE-SPD-2014",Allianz,Kategorie:Parteispende,"30000,00 €",SPD,2014,München,,,
"Parteispende:BayWa AG-CSU-2012","BayWa AG",Kategorie:Parteispende,"20020,00 €",CSU,2012,München,,,
"Parteispende:Südwestmetall Verband der Metall- und Elektroindustrie Baden-Württemberg e.V.-SPD-2012","Südwestmetall Verband der Metall- und Elektroindustrie Baden-Württemberg e.V.",Kategorie:Parteispende,"50000,00 €",SPD,2012,Stuttgart,,,
"Parteispende:BMW Bayerische Motoren Werke AG-CSU-2012","BMW Bayerische Motoren Werke AG",Kategorie:Parteispende,"152222,13 €",CSU,2012,München,,,
"Parteispende:STRELAPARK Einkaufszentrum GmbH & Co. KG-CDU-2011","STRELAPARK Einkaufszentrum GmbH & Co. KG",Kategorie:Parteispende,"12400,00 €",CDU,2011,Kiel,,,
"Parteispende:Rim Holding GmbH & Co. KG-CSU-2013","Rim Holding GmbH & Co. KG",Kategorie:Parteispende,"15000,00 €",CSU,2013,Regensburg,,,
"Parteispende:Daimler AG-Grüne-2012",Daimler,Kategorie:Parteispende,"45000,00 €","Bündnis 90/Die Grünen",2012,Stuttgart,,,
"Parteispende:Philip Morris GmbH-FDP-2010","Philip Morris GmbH",Kategorie:Parteispende,"10500,00 €",FDP,2010,München,,,
"Parteispende:Schön Klinik Verwaltung GmbH-CDU-2010","Schön Klinik Verwaltung GmbH",Kategorie:Parteispende,"15000,00 €",CDU,2010,"Prien am Chiemsee",,,
"Parteispende:Märkischer Arbeitgeberverband e.V.-CDU-2010","Märkischer Arbeitgeberverband e.V.",Kategorie:Parteispende,"50000,00 €",CDU,2010,Iserlohn,,,
"Parteispende:Robert Bosch GmbH-CDU-2011","Robert Bosch GmbH",Kategorie:Parteispende,"40000,00 €",CDU,2011,Gerlingen,,,
"Parteispende:Gegenbauer Holding SA & Co. KG-SPD-2011","Gegenbauer Holding SA & Co. KG",Kategorie:Parteispende,"27000,00 €",SPD,2011,Berlin,,,
"Parteispende:Aerticket AG-Grüne-2011","Aerticket AG",Kategorie:Parteispende,"20000,00 €","Bündnis 90/Die Grünen",2011,"Berlin Kreuzberg",,,
"Parteispende:DITTER Plastic GmbH Meißen-CDU-2014","DITTER Plastic GmbH Meißen",Kategorie:Parteispende,"20000,00 €",CDU,2014,Coswig,,,
"Parteispende:Daimler AG-CSU-2012",Daimler,Kategorie:Parteispende,"45000,00 €",CSU,2012,Stuttgart,,,
"Parteispende:BMW Bayerische Motoren Werke AG-FDP-2010","BMW Bayerische Motoren Werke AG",Kategorie:Parteispende,"65129,35 €",FDP,2010,München,,,
"Parteispende:Allfinanz Deutsche Vermögensberatung AG-CDU-2015","Allfinanz Deutsche Vermögensberatung AG",Kategorie:Parteispende,"40000,00 €",CDU,2015,"Frankfurt am Main",,,
"Parteispende:Salo Holding AG-FDP-2010","Salo Holding AG",Kategorie:Parteispende,"61755,76 €",FDP,2010,Hamburg,,,
"Parteispende:Daimler AG-Grüne-2010",Daimler,Kategorie:Parteispende,"40000,00 €","Bündnis 90/Die Grünen",2010,Stuttgart,,,
"Parteispende:Adp Gauselmann GmbH-CSU-2011","Adp Gauselmann GmbH",Kategorie:Parteispende,"12000,00 €",CSU,2011,Espelkamp,,,
